"","property_id","property_code","property_name","previous_name","company","financially_active","operationally_active","property_type","zip","region","county","submarket","city","operation_status","reporting_ownership","reporting_unit_count","consolidated","active_directory_name","latitude","longitude","status","division","regional_area_manager","sold_date","ga_group_name","status_group","operationally_active_group","parent_group_code","parent_group_name","year_built","year_built_range","county_group","property_name_group","property_code_group","soldthis_year","property_name_code","region_rpm_property","unit_buckets"
"197",5065,"lax1209","Cortesia","Unknown","Essex","Y","Y","Residential",92688,"Southern California","Orange","South Orange","RanchoSantaMargarita","Stabilized",NA,308,"Y","Unknown",33.652351,-117.611561,"Same Store","OC/San Diego","Kevin Forsyth",NA,NA,"Same Store","Y","NA","NA","1999",">20 <30 Years","Orange","Cortesia","lax1209",0,"Cortesia (lax1209)","Southern California Kevin Forsyth Cortesia (lax1209)",">300 Units"
"198",5028,"lax1217","The Fairways at Westridge","Unknown","Essex","Y","Y","Residential",91381,"Southern California","Los Angeles","Other SoCal","Valencia","Stabilized",NA,234,"N","Unknown",34.411337,-118.58008,"Wesco IV","LA/Ventura","Elizabeth Rodriguez",NA,NA,"Wesco IV","Y","NA","NA","2004",">15 <20 Years","Los Angeles","The Fairways at Westridge","lax1217",0,"The Fairways at Westridge (lax1217)","Southern California Elizabeth Rodriguez The Fairways at Westridge (lax1217)",">200 Units"
"199",5066,"lax1226","The Palms at Laguna Niguel","Unknown","Essex","Y","Y","Residential",92677,"Southern California","Orange","South Orange","Laguna Niguel","Stabilized",NA,460,"Y","Unknown",33.553144,-117.697155,"Same Store","OC/San Diego","Kevin Forsyth",NA,NA,"Same Store","Y","NA","NA","1988",">30 <40 Years","Orange","The Palms at Laguna Niguel","lax1226",0,"The Palms at Laguna Niguel (lax1226)","Southern California Kevin Forsyth The Palms at Laguna Niguel (lax1226)","400+"
"200",5047,"lax1228","The Stuart at Sierra Madre Villa","Unknown","Essex","Y","Y","Residential",91107,"Southern California","Los Angeles","Tri-Cities LA","Pasadena","Stabilized",NA,188,"Y","Unknown",34.15006,-118.0824654,"Same Store","LA/Ventura","Crystal Rodgers",NA,NA,"Same Store","Y","NA","NA","2007",">10 <15 Years","Los Angeles","The Stuart at Sierra Madre Villa","lax1228",0,"The Stuart at Sierra Madre Villa (lax1228)","Southern California Crystal Rodgers The Stuart at Sierra Madre Villa (lax1228)","<200"
"201",5045,"lax1232","Emerald Pointe","Unknown","Essex","Y","Y","Residential",91765,"Southern California","Los Angeles","Other SoCal","Diamond Bar","Stabilized",NA,160,"Y","Unknown",33.972957,-117.837519,"Same Store","LA/Ventura","Mark Yepez",NA,NA,"Same Store","Y","NA","NA","1989",">30 <40 Years","Los Angeles","Emerald Pointe","lax1232",0,"Emerald Pointe (lax1232)","Southern California Mark Yepez Emerald Pointe (lax1232)","<200"
"202",5029,"lax1233","Bridgeport Coast","Unknown","Essex","Y","Y","Residential",91355,"Southern California","Los Angeles","Other SoCal","Santa Clarita","Stabilized",NA,188,"N","Unknown",34.4318386,-118.5579926,"Wesco IV","LA/Ventura","Elizabeth Rodriguez",NA,NA,"Wesco IV","Y","NA","NA","2006",">10 <15 Years","Los Angeles","Bridgeport Coast","lax1233",0,"Bridgeport Coast (lax1233)","Southern California Elizabeth Rodriguez Bridgeport Coast (lax1233)","<200"
"203",5024,"lax1239","Regency Palm Court","Unknown","Essex","Y","Y","Residential",90019,"Southern California","Los Angeles","West LA","Los Angeles","Stabilized",NA,116,"N","Unknown",34.055175,-118.313744,"Wesco III","LA/Ventura","Richard Resos",NA,NA,"Wesco III","Y","NA","NA","1987",">30 <40 Years","Los Angeles","Regency Palm Court","lax1239",0,"Regency Palm Court (lax1239)","Southern California Richard Resos Regency Palm Court (lax1239)","<200"
"204",5025,"lax1240","Windsor Court","Unknown","Essex","Y","Y","Residential",90006,"Southern California","Los Angeles","West LA","Los Angeles","Stabilized",NA,95,"N","Unknown",34.0547724,-118.3006321,"Wesco III","LA/Ventura","Richard Resos",NA,NA,"Wesco III","Y","NA","NA","1987",">30 <40 Years","Los Angeles","Windsor Court","lax1240",0,"Windsor Court (lax1240)","Southern California Richard Resos Windsor Court (lax1240)","<200"
"205",5048,"lax1241","Tiffany Court","Unknown","Essex","Y","Y","Residential",90036,"Southern California","Los Angeles","West LA","Los Angeles","Stabilized",NA,101,"Y","Unknown",34.0643079,-118.352187,"Same Store","LA/Ventura","Selena Kerr",NA,NA,"Same Store","Y","NA","NA","1987",">30 <40 Years","Los Angeles","Tiffany Court","lax1241",0,"Tiffany Court (lax1241)","Southern California Selena Kerr Tiffany Court (lax1241)","<200"
"206",5067,"lax1242","Renaissance at Uptown Orange","Unknown","Essex","Y","Y","Residential",92868,"Southern California","Orange","North Orange","Orange","Stabilized",NA,460,"Y","Unknown",33.788154,-117.884052,"Same Store","OC/San Diego","Brent Christianson",NA,NA,"Same Store","Y","NA","NA","2007",">10 <15 Years","Orange","Renaissance at Uptown Orange","lax1242",0,"Renaissance at Uptown Orange (lax1242)","Southern California Brent Christianson Renaissance at Uptown Orange (lax1242)","400+"
"207",5049,"lax1245","Alessio","Unknown","Essex","Y","Y","Residential",90045,"Southern California","Los Angeles","West LA","Los Angeles","Stabilized",NA,624,"Y","Unknown",33.976277,-118.381661,"Same Store","LA/Ventura","Lisa Holbrook",NA,NA,"Same Store","Y","NA","NA","2001",">15 <20 Years","Los Angeles","Alessio","lax1245",0,"Alessio (lax1245)","Southern California Lisa Holbrook Alessio (lax1245)","400+"
"208",5050,"lax1249","5600 Wilshire","Unknown","Essex","Y","Y","Residential",90036,"Southern California","Los Angeles","West LA","Los Angeles","Stabilized",NA,284,"Y","Unknown",34.06209,-118.343355,"Same Store","LA/Ventura","Selena Kerr",NA,NA,"Same Store","Y","NA","NA","2008",">10 <15 Years","Los Angeles","5600 Wilshire","lax1249",0,"5600 Wilshire (lax1249)","Southern California Selena Kerr 5600 Wilshire (lax1249)",">200 Units"
"209",5068,"lax1251","Park Viridian","Unknown","Essex","Y","Y","Residential",92805,"Southern California","Orange","North Orange","Anaheim","Stabilized",NA,320,"Y","Unknown",33.8035871,-117.8930435,"Same Store","OC/San Diego","Brent Christianson",NA,NA,"Same Store","Y","NA","NA","2008",">10 <15 Years","Orange","Park Viridian","lax1251",0,"Park Viridian (lax1251)","Southern California Brent Christianson Park Viridian (lax1251)",">300 Units"
"210",5051,"lax1255","Catalina Gardens","Unknown","Essex","Y","Y","Residential",90020,"Southern California","Los Angeles","West LA","Los Angeles","Stabilized",NA,128,"Y","Unknown",34.068161,-118.295521,"Same Store","LA/Ventura","Richard Resos",NA,NA,"Same Store","Y","NA","NA","1987",">30 <40 Years","Los Angeles","Catalina Gardens","lax1255",0,"Catalina Gardens (lax1255)","Southern California Richard Resos Catalina Gardens (lax1255)","<200"
"211",5052,"lax1259","Wilshire La Brea","Unknown","Essex","Y","Y","Residential",90036,"Southern California","Los Angeles","West LA","Los Angeles","Stabilized",NA,478,"Y","Unknown",34.061898,-118.343351,"Same Store","LA/Ventura","Selena Kerr",NA,NA,"Same Store","Y","NA","NA","2013",">5 <10 Years","Los Angeles","Wilshire La Brea","lax1259",0,"Wilshire La Brea (lax1259)","Southern California Selena Kerr Wilshire La Brea (lax1259)","400+"
"212",5054,"lax1276","Aqua at Marina Del Rey","Unknown","Essex","Y","Y","Residential",90292,"Southern California","Los Angeles","West LA","Marina Del Rey","Stabilized",NA,500,"Y","Unknown",33.9795027,-118.4376618,"Same Store","LA/Ventura","Lisa Holbrook",NA,NA,"Same Store","Y","NA","NA","2001",">15 <20 Years","Los Angeles","Aqua at Marina Del Rey","lax1276",0,"Aqua at Marina Del Rey (lax1276)","Southern California Lisa Holbrook Aqua at Marina Del Rey (lax1276)","400+"
"213",5030,"lax1279","The Vistas of West Hills","Unknown","Essex","Y","Y","Residential",91354,"Southern California","Los Angeles","Other SoCal","Valencia","Stabilized",NA,220,"N","Unknown",34.462547,-118.561635,"Wesco IV","LA/Ventura","Elizabeth Rodriguez",NA,NA,"Wesco IV","Y","NA","NA","2009",">10 <15 Years","Los Angeles","The Vistas of West Hills","lax1279",0,"The Vistas of West Hills (lax1279)","Southern California Elizabeth Rodriguez The Vistas of West Hills (lax1279)",">200 Units"
"214",5038,"lax4004","Parkside Court","Unknown","Essex","Y","Y","Residential",92703,"Southern California","Orange","North Orange","Santa Ana","Stabilized",NA,210,"N","Unknown",33.7450407,-117.9258179,"BEX AEW","OC/San Diego","Kevin Forsyth",NA,NA,"BEX AEW","Y","NA","NA","1986",">30 <40 Years","Orange","Parkside Court","lax4004",0,"Parkside Court (lax4004)","Southern California Kevin Forsyth Parkside Court (lax4004)",">200 Units"
"215",5095,"pnw1105","Parkwood at Mill Creek","Unknown","Essex","Y","Y","Residential",98012,"Seattle Metro","Snohomish","Snohomish","Mill Creek","Stabilized",NA,240,"Y","Unknown",47.8580506,-122.2162815,"Same Store","Washington","Carol Swanson",NA,NA,"Same Store","Y","NA","NA","1989",">30 <40 Years","Snohomish","Parkwood at Mill Creek","pnw1105",0,"Parkwood at Mill Creek (pnw1105)","Seattle Metro Carol Swanson Parkwood at Mill Creek (pnw1105)",">200 Units"
"216",5096,"pnw1107","Shadowbrook","Unknown","Essex","Y","Y","Residential",98052,"Seattle Metro","King","Eastside","Redmond","Stabilized",NA,418,"Y","Unknown",47.6791428,-122.1447515,"Same Store","Washington","Jamie Matthews",NA,NA,"Same Store","Y","NA","NA","1986",">30 <40 Years","King","Shadowbrook","pnw1107",0,"Shadowbrook (pnw1107)","Seattle Metro Jamie Matthews Shadowbrook (pnw1107)","400+"
"217",5041,"pnw1126","Bothell Ridge","Unknown","Essex","Y","Y","Residential",98012,"Seattle Metro","Snohomish","Snohomish","Bothell","Stabilized",NA,214,"N","Unknown",47.816937,-122.207787,"BEX AEW","Washington","Kim Levesque",NA,NA,"BEX AEW","Y","NA","NA","1988",">30 <40 Years","Snohomish","Bothell Ridge","pnw1126",0,"Bothell Ridge (pnw1126)","Seattle Metro Kim Levesque Bothell Ridge (pnw1126)",">200 Units"
"218",5097,"pnw1159","Park Highland","Unknown","Essex","Y","Y","Residential",98005,"Seattle Metro","King","Eastside","Bellevue","Stabilized",NA,250,"Y","Unknown",47.607143,-122.18126,"Same Store","Washington","Suzanne Bachler",NA,NA,"Same Store","Y","NA","NA","1993",">20 <30 Years","King","Park Highland","pnw1159",0,"Park Highland (pnw1159)","Seattle Metro Suzanne Bachler Park Highland (pnw1159)",">200 Units"
"219",5099,"pnw1162","BellCentre","Unknown","Essex","Y","Y","Residential",98004,"Seattle Metro","King","Eastside","Bellevue","Stabilized",NA,248,"Y","Unknown",47.6127321327,-122.1960945915,"Same Store","Washington","Melissa Downs",NA,NA,"Same Store","Y","NA","NA","2001",">15 <20 Years","King","BellCentre","pnw1162",0,"BellCentre (pnw1162)","Seattle Metro Melissa Downs BellCentre (pnw1162)",">200 Units"
"220",5101,"pnw1163","Pinnacle Sonata","Unknown","Essex","Y","Y","Residential",98021,"Seattle Metro","Snohomish","Snohomish","Bothell","Stabilized",NA,268,"Y","Unknown",47.7818619,-122.17792,"Same Store","Washington","Kim Levesque",NA,NA,"Same Store","Y","NA","NA","2000",">20 <30 Years","Snohomish","Pinnacle Sonata","pnw1163",0,"Pinnacle Sonata (pnw1163)","Seattle Metro Kim Levesque Pinnacle Sonata (pnw1163)",">200 Units"
"221",5102,"pnw1191","Pinnacle on Lake Washington","Unknown","Essex","Y","Y","Residential",98056,"Seattle Metro","King","South","Renton","Stabilized",NA,180,"Y","Unknown",47.504853,-122.199026,"Same Store","Washington","Sherrie Clevenger",NA,NA,"Same Store","Y","NA","NA","2001",">15 <20 Years","King","Pinnacle on Lake Washington","pnw1191",0,"Pinnacle on Lake Washington (pnw1191)","Seattle Metro Sherrie Clevenger Pinnacle on Lake Washington (pnw1191)","<200"
"222",5111,"pnw1214","The Audrey at Belltown","Unknown","Essex","Y","Y","Residential",98121,"Seattle Metro","King","Seattle CBD","Seattle","Stabilized",NA,137,"Y","Unknown",47.6167697473,-122.3539544142,"Same Store","Washington","Jillian LeMay",NA,NA,"Same Store","Y","NA","NA","1992",">20 <30 Years","King","The Audrey at Belltown","pnw1214",0,"The Audrey at Belltown (pnw1214)","Seattle Metro Jillian LeMay The Audrey at Belltown (pnw1214)","<200"
"223",5103,"pnw1243","The Trails of Redmond","Unknown","Essex","Y","Y","Residential",98052,"Seattle Metro","King","Eastside","Redmond","Stabilized",NA,423,"Y","Unknown",47.6425898,-122.1192546,"Same Store","Washington","Suzanne Bachler",NA,NA,"Same Store","Y","NA","NA","1985",">30 <40 Years","King","The Trails of Redmond","pnw1243",0,"The Trails of Redmond (pnw1243)","Seattle Metro Suzanne Bachler The Trails of Redmond (pnw1243)","400+"
"224",5104,"pnw1246","Belcarra","Unknown","Essex","Y","Y","Residential",98004,"Seattle Metro","King","Eastside","Bellevue","Stabilized",NA,296,"Y","Unknown",47.619747,-122.19824,"Same Store","Washington","Melissa Downs",NA,NA,"Same Store","Y","NA","NA","2009",">10 <15 Years","King","Belcarra","pnw1246",0,"Belcarra (pnw1246)","Seattle Metro Melissa Downs Belcarra (pnw1246)",">200 Units"
"225",5106,"pnw1247","Taylor 28","Unknown","Essex","Y","Y","Residential",98109,"Seattle Metro","King","Seattle CBD","Seattle","Stabilized",NA,197,"Y","Unknown",47.619407,-122.34615,"Same Store","Washington","Jillian LeMay",NA,NA,"Same Store","Y","NA","NA","2008",">10 <15 Years","King","Taylor 28","pnw1247",0,"Taylor 28 (pnw1247)","Seattle Metro Jillian LeMay Taylor 28 (pnw1247)","<200"
"226",5108,"pnw1260","Aviara","Unknown","Essex","Y","Y","Residential",98040,"Seattle Metro","King","Eastside","Mercer Island","Stabilized",NA,166,"Y","Unknown",47.588846,-122.237825,"Same Store","Washington","Jillian LeMay",NA,NA,"Same Store","Y","NA","NA","2013",">5 <10 Years","King","Aviara","pnw1260",0,"Aviara (pnw1260)","Seattle Metro Jillian LeMay Aviara (pnw1260)","<200"
"227",5069,"san1100","Montanosa","Unknown","Essex","Y","Y","Residential",92124,"Southern California","San Diego","North City/Coast","San Diego","Stabilized",NA,472,"Y","Unknown",32.838158,-117.090563,"Same Store","OC/San Diego","Nick Allen",NA,NA,"Same Store","Y","NA","NA","1990",">30 <40 Years","San Diego","Montanosa","san1100",0,"Montanosa (san1100)","Southern California Nick Allen Montanosa (san1100)","400+"
"228",5039,"san1101","Esplanade San Diego","Unknown","Essex","Y","Y","Residential",92126,"Southern California","San Diego","North City/Coast","San Diego","Stabilized",NA,616,"N","Unknown",32.9030038,-117.1440094,"BEX AEW","OC/San Diego","Nick Allen",NA,NA,"BEX AEW","Y","NA","NA","1986",">30 <40 Years","San Diego","Esplanade San Diego","san1101",0,"Esplanade San Diego (san1101)","Southern California Nick Allen Esplanade San Diego (san1101)","400+"
"229",5070,"san1134","Cambridge Park","Unknown","Essex","Y","Y","Residential",92123,"Southern California","San Diego","North City/Coast","San Diego","Stabilized",NA,320,"Y","Unknown",32.8053385,-117.1181273,"Same Store","OC/San Diego","Jenifer Bulskov",NA,NA,"Same Store","Y","NA","NA","1998",">20 <30 Years","San Diego","Cambridge Park","san1134",0,"Cambridge Park (san1134)","Southern California Jenifer Bulskov Cambridge Park (san1134)",">300 Units"
"230",5071,"san1142","Carmel Creek","Unknown","Essex","Y","Y","Residential",92130,"Southern California","San Diego","North City/Coast","San Diego","Stabilized",NA,348,"Y","Unknown",32.93275,-117.223624,"Same Store","OC/San Diego","Jenifer Bulskov",NA,NA,"Same Store","Y","NA","NA","2000",">20 <30 Years","San Diego","Carmel Creek","san1142",0,"Carmel Creek (san1142)","Southern California Jenifer Bulskov Carmel Creek (san1142)",">300 Units"
"231",5072,"san1190","Carmel Landing","Unknown","Essex","Y","Y","Residential",92128,"Southern California","San Diego","North City/Coast","San Diego","Stabilized",NA,356,"Y","Unknown",32.975098,-117.082822,"Same Store","OC/San Diego","Nick Allen",NA,NA,"Same Store","Y","NA","NA","1989",">30 <40 Years","San Diego","Carmel Landing","san1190",0,"Carmel Landing (san1190)","Southern California Nick Allen Carmel Landing (san1190)",">300 Units"
"232",5073,"san1193","Pinnacle at Otay Ranch","Unknown","Essex","Y","Y","Residential",91913,"Southern California","San Diego","Chula Vista","Chula Vista","Stabilized",NA,364,"Y","Unknown",32.622115,-116.999402,"Same Store","OC/San Diego","Jenifer Bulskov",NA,NA,"Same Store","Y","NA","NA","2001",">15 <20 Years","San Diego","Pinnacle at Otay Ranch","san1193",0,"Pinnacle at Otay Ranch (san1193)","Southern California Jenifer Bulskov Pinnacle at Otay Ranch (san1193)",">300 Units"
"233",5074,"san1231","Bernardo Crest","Unknown","Essex","Y","Y","Residential",92128,"Southern California","San Diego","North City/Coast","San Diego","Stabilized",NA,216,"Y","Unknown",33.0134267,-117.0753166,"Same Store","OC/San Diego","Nick Allen",NA,NA,"Same Store","Y","NA","NA","1988",">30 <40 Years","San Diego","Bernardo Crest","san1231",0,"Bernardo Crest (san1231)","Southern California Nick Allen Bernardo Crest (san1231)",">200 Units"
"234",5075,"san1258","Carmel Summit","Unknown","Essex","Y","Y","Residential",92128,"Southern California","San Diego","North City/Coast","San Diego","Stabilized",NA,246,"Y","Unknown",32.9790637,-117.0767801,"Same Store","OC/San Diego","Nick Allen",NA,NA,"Same Store","Y","NA","NA","1989",">30 <40 Years","San Diego","Carmel Summit","san1258",0,"Carmel Summit (san1258)","Southern California Nick Allen Carmel Summit (san1258)",">200 Units"
"235",5076,"san1271","Allure at Scripps Ranch","Unknown","Essex","Y","Y","Residential",92131,"Southern California","San Diego","North City/Coast","San Diego","Stabilized",NA,194,"Y","Unknown",32.9154807,-117.1110031,"Same Store","OC/San Diego","Jenifer Bulskov",NA,NA,"Same Store","Y","NA","NA","2002",">15 <20 Years","San Diego","Allure at Scripps Ranch","san1271",0,"Allure at Scripps Ranch (san1271)","Southern California Jenifer Bulskov Allure at Scripps Ranch (san1271)","<200"
"236",5031,"sfo1108","Verandas","Unknown","Essex","Y","Y","Residential",94587,"Northern California","Alameda","Fremont","Union City","Stabilized",NA,282,"N","Unknown",37.5885499,-122.0174895,"Wesco IV","Northern CA","Alicia Carman",NA,NA,"Wesco IV","Y","NA","NA","1989",">30 <40 Years","Alameda","Verandas","sfo1108",0,"Verandas (sfo1108)","Northern California Alicia Carman Verandas (sfo1108)",">200 Units"
"237",5078,"sfo1130","Foster's Landing","Unknown","Essex","Y","Y","Residential",94404,"Northern California","San Mateo","San Mateo","Foster City","Stabilized",NA,490,"Y","Unknown",37.555844,-122.263847,"Same Store","Northern CA","Nicole Conrad",NA,NA,"Same Store","Y","NA","NA","1987",">30 <40 Years","San Mateo","Foster's Landing","sfo1130",0,"Foster's Landing (sfo1130)","Northern California Nicole Conrad Foster's Landing (sfo1130)","400+"
"238",5079,"sfo1131","Crow Canyon","Unknown","Essex","Y","Y","Residential",94583,"Northern California","Contra Costa","San Ramon","San Ramon","Stabilized",NA,400,"Y","Unknown",37.777031,-121.986437,"Same Store","Northern CA","Abigail Dizon",NA,NA,"Same Store","Y","NA","NA","1992",">20 <30 Years","Contra Costa","Crow Canyon","sfo1131",0,"Crow Canyon (sfo1131)","Northern California Abigail Dizon Crow Canyon (sfo1131)","400+"
"239",5080,"sfo1132","Mission Peaks","Unknown","Essex","Y","Y","Residential",94538,"Northern California","Alameda","Fremont","Fremont","Stabilized",NA,453,"Y","Unknown",37.5549207,-121.9669962,"Same Store","Northern CA","Carrie Hughes",NA,NA,"Same Store","Y","NA","NA","1995",">20 <30 Years","Alameda","Mission Peaks","sfo1132",0,"Mission Peaks (sfo1132)","Northern California Carrie Hughes Mission Peaks (sfo1132)","400+"
"240",5081,"sfo1138","Lakeshore Landing","Unknown","Essex","Y","Y","Residential",94403,"Northern California","San Mateo","San Mateo","San Mateo","Stabilized",NA,308,"Y","Unknown",37.548528,-122.285836,"Same Store","Northern CA","Nicole Conrad",NA,NA,"Same Store","Y","NA","NA","1988",">30 <40 Years","San Mateo","Lakeshore Landing","sfo1138",0,"Lakeshore Landing (sfo1138)","Northern California Nicole Conrad Lakeshore Landing (sfo1138)",">300 Units"
"241",5032,"sfo1161","City Centre","Unknown","Essex","Y","Y","Residential",94541,"Northern California","Alameda","Fremont","Hayward","Stabilized",NA,192,"N","Unknown",37.6677489,-122.0867228,"Wesco IV","Northern CA","Alicia Carman",NA,NA,"Wesco IV","Y","NA","NA","2000",">20 <30 Years","Alameda","City Centre","sfo1161",0,"City Centre (sfo1161)","Northern California Alicia Carman City Centre (sfo1161)","<200"
"242",5082,"sfo1205","Mission Peaks II","Unknown","Essex","Y","Y","Residential",94538,"Northern California","Alameda","Fremont","Fremont","Stabilized",NA,336,"Y","Unknown",37.556599,-121.965028,"Same Store","Northern CA","Carrie Hughes",NA,NA,"Same Store","Y","NA","NA","1989",">30 <40 Years","Alameda","Mission Peaks II","sfo1205",0,"Mission Peaks II (sfo1205)","Northern California Carrie Hughes Mission Peaks II (sfo1205)",">300 Units"
"243",5083,"sfo1244","Avenue 64","Unknown","Essex","Y","Y","Residential",94608,"Northern California","Alameda","Oakland CBD","Emeryville","Stabilized",NA,224,"Y","Unknown",37.842707,-122.29546,"Same Store","Northern CA","Bailey Brown",NA,NA,"Same Store","Y","NA","NA","2007",">10 <15 Years","Alameda","Avenue 64","sfo1244",0,"Avenue 64 (sfo1244)","Northern California Bailey Brown Avenue 64 (sfo1244)",">200 Units"
"244",5085,"sfo1256","Villa Granada","Unknown","Essex","Y","Y","Residential",95051,"Northern California","Santa Clara","San Jose MSA","Santa Clara","Stabilized",NA,270,"Y","Unknown",37.3491295,-121.9930207,"Same Store","Northern CA","Davina Slusher",NA,NA,"Same Store","Y","NA","NA","2010",">10 <15 Years","Santa Clara","Villa Granada","sfo1256",0,"Villa Granada (sfo1256)","Northern California Davina Slusher Villa Granada (sfo1256)",">200 Units"
"245",5086,"sfo1267","Lawrence Station","Unknown","Essex","Y","Y","Residential",94089,"Northern California","Santa Clara","San Jose MSA","Sunnyvale","Stabilized",NA,336,"Y","Unknown",37.4063679,-121.995844,"Same Store","Northern CA","Charla Neta",NA,NA,"Same Store","Y","NA","NA","2012",">5 <10 Years","Santa Clara","Lawrence Station","sfo1267",0,"Lawrence Station (sfo1267)","Northern California Charla Neta Lawrence Station (sfo1267)",">300 Units"
"246",5088,"sfo1272","Museum Park","Unknown","Essex","Y","Y","Residential",95110,"Northern California","Santa Clara","San Jose MSA","San Jose","Stabilized",NA,117,"Y","Unknown",37.3265223,-121.8973616,"Same Store","Northern CA","Ali Ghatala",NA,NA,"Same Store","Y","NA","NA","2002",">15 <20 Years","Santa Clara","Museum Park","sfo1272",0,"Museum Park (sfo1272)","Northern California Ali Ghatala Museum Park (sfo1272)","<200"
"247",5089,"sfo1273","Solstice","Unknown","Essex","Y","Y","Residential",94086,"Northern California","Santa Clara","San Jose MSA","Sunnyvale","Stabilized",NA,280,"Y","Unknown",37.376317,-122.031464,"Same Store","Northern CA","Amir Sheikh",NA,NA,"Same Store","Y","NA","NA","2013",">5 <10 Years","Santa Clara","Solstice","sfo1273",0,"Solstice (sfo1273)","Northern California Amir Sheikh Solstice (sfo1273)",">200 Units"
"248",5091,"sfo1274","Fountains at River Oaks","Unknown","Essex","Y","Y","Residential",95134,"Northern California","Santa Clara","San Jose MSA","San Jose","Stabilized",NA,226,"Y","Unknown",37.4023704,-121.9256417,"Same Store","Northern CA","Charla Neta",NA,NA,"Same Store","Y","NA","NA","1990",">30 <40 Years","Santa Clara","Fountains at River Oaks","sfo1274",0,"Fountains at River Oaks (sfo1274)","Northern California Charla Neta Fountains at River Oaks (sfo1274)",">200 Units"
"249",5092,"sfo1281","The Landing at Jack London Square","Unknown","Essex","Y","Y","Residential",94607,"Northern California","Alameda","Oakland CBD","Oakland","Stabilized",NA,282,"Y","Unknown",37.7923173,-122.2692902,"Same Store","Northern CA","Bailey Brown",NA,NA,"Same Store","Y","NA","NA","2001",">15 <20 Years","Alameda","The Landing at Jack London Square","sfo1281",0,"The Landing at Jack London Square (sfo1281)","Northern California Bailey Brown The Landing at Jack London Square (sfo1281)",">200 Units"
"250",5093,"sfo1282","Lafayette Highlands","Unknown","Essex","Y","Y","Residential",94549,"Northern California","Contra Costa","San Ramon","Lafayette","Stabilized",NA,150,"Y","Unknown",37.895121,-122.100685,"Same Store","Northern CA","Alicia Carman",NA,NA,"Same Store","Y","NA","NA","1973","40+ Years","Contra Costa","Lafayette Highlands","sfo1282",0,"Lafayette Highlands (sfo1282)","Northern California Alicia Carman Lafayette Highlands (sfo1282)","<200"
"251",5094,"sfo4014","Deer Valley","Unknown","Essex","Y","Y","Residential",94903,"Northern California","Marin","Marin","San Rafael","Stabilized",NA,171,"Y","Unknown",38.0213201,-122.5291228,"Same Store","Northern CA","Erica Rangel",NA,NA,"Same Store","Y","NA","NA","1996",">20 <30 Years","San Francisco","Deer Valley","sfo4014",0,"Deer Valley (sfo4014)","Northern California Erica Rangel Deer Valley (sfo4014)","<200"
